 epoch,error
         423 ,   4.67780791E-02
         424 ,   4.67210896E-02
         425 ,   4.66642715E-02
         426 ,   4.66077514E-02
         427 ,   4.65514064E-02
         428 ,   4.64952439E-02
         429 ,   4.64392714E-02
         430 ,   4.63834554E-02
         431 ,   4.63279150E-02
         432 ,   4.62725274E-02
         433 ,   4.62173671E-02
         434 ,   4.61624004E-02
         435 ,   4.61075827E-02
         436 ,   4.60529961E-02
         437 ,   4.59985547E-02
         438 ,   4.59443033E-02
         439 ,   4.58903201E-02
         440 ,   4.58365045E-02
         441 ,   4.57827970E-02
         442 ,   4.57293242E-02
         443 ,   4.56760488E-02
         444 ,   4.56229746E-02
         445 ,   4.55700532E-02
         446 ,   4.55172658E-02
         447 ,   4.54647057E-02
         448 ,   4.54123132E-02
         449 ,   4.53600809E-02
         450 ,   4.53080945E-02
         451 ,   4.52561527E-02
         452 ,   4.52045314E-02
         453 ,   4.51530106E-02
         454 ,   4.51016389E-02
         455 ,   4.50504795E-02
         456 ,   4.49994542E-02
         457 ,   4.49486822E-02
         458 ,   4.48979996E-02
         459 ,   4.48474884E-02
         460 ,   4.47971784E-02
         461 ,   4.47470881E-02
         462 ,   4.46970500E-02
         463 ,   4.46472690E-02
         464 ,   4.45975922E-02
         465 ,   4.45480905E-02
         466 ,   4.44987640E-02
         467 ,   4.44495007E-02
         468 ,   4.44005243E-02
         469 ,   4.43516634E-02
         470 ,   4.43030149E-02
         471 ,   4.42544296E-02
         472 ,   4.42061014E-02
         473 ,   4.41578478E-02
         474 ,   4.41097394E-02
         475 ,   4.40618135E-02
         476 ,   4.40140255E-02
         477 ,   4.39664312E-02
         478 ,   4.39189859E-02
         479 ,   4.38716933E-02
         480 ,   4.38244827E-02
         481 ,   4.37775217E-02
         482 ,   4.37305979E-02
         483 ,   4.36839461E-02
         484 ,   4.36373651E-02
         485 ,   4.35908996E-02
         486 ,   4.35446277E-02
         487 ,   4.34985161E-02
         488 ,   4.34525050E-02
         489 ,   4.34066579E-02
         490 ,   4.33610007E-02
         491 ,   4.33153957E-02
         492 ,   4.32699807E-02
         493 ,   4.32247259E-02
         494 ,   4.31795940E-02
         495 ,   4.31345813E-02
         496 ,   4.30897251E-02
         497 ,   4.30450067E-02
         498 ,   4.30004112E-02
         499 ,   4.29559425E-02
         500 ,   4.29116338E-02
         501 ,   4.28674482E-02
         502 ,   4.28233482E-02
         503 ,   4.27794531E-02
         504 ,   4.27356511E-02
         505 ,   4.26920131E-02
         506 ,   4.26485091E-02
         507 ,   4.26050872E-02
         508 ,   4.25618812E-02
         509 ,   4.25187200E-02
         510 ,   4.24757712E-02
         511 ,   4.24328409E-02
         512 ,   4.23901267E-02
         513 ,   4.23475020E-02
         514 ,   4.23050188E-02
         515 ,   4.22626287E-02
         516 ,   4.22203653E-02
         517 ,   4.21782322E-02
         518 ,   4.21362817E-02
         519 ,   4.20943983E-02
         520 ,   4.20526937E-02
